mean/disc/global_step,mean/disc/disc_acc_expert,mean/disc/disc_proportion_expert_true,mean/gen/train/explained_variance,mean/disc/disc_acc,mean/disc/disc_proportion_expert_pred,mean/gen/train/clip_fraction,mean/disc/disc_entropy,mean/gen/time/total_timesteps,mean/gen/train/loss,mean/gen/train/std,mean/gen/time/iterations,mean/gen/train/learning_rate,mean/gen/train/approx_kl,mean/disc/n_expert,mean/gen/train/clip_range,mean/gen/train/entropy_loss,mean/gen/train/n_updates,mean/gen/train/policy_gradient_loss,mean/disc/disc_loss,mean/gen/train/value_loss,mean/disc/n_generated,mean/gen/time/time_elapsed,mean/gen/time/fps,mean/disc/disc_acc_gen,mean/gen/rollout/ep_rew_wrapped_mean
1.0,0.00048828125,0.5,-0.259909987449646,0.460205078125,0.040283203125,0.1161895751953125,0.6917442679405212,131072.0,0.07170647382736206,1.00118088722229,1.0,0.0003,0.009373657405376434,1024.0,0.2,-8.509547680104152,10.0,-0.004145650936027323,0.700393408536911,2.141946763902888,1024.0,38.0,3422.0,0.919921875,
2.0,0.059814453125,0.5,0.020410001277923584,0.51904296875,0.040771484375,0.151983642578125,0.6916344910860062,262144.0,0.049386341124773026,1.0030179023742676,1.0,0.0003,0.011799667030572891,1024.0,0.2,-8.530668509425595,20.0,-0.0044862892704031765,0.6797245591878891,1.2067850585501219,1024.0,38.0,3409.0,0.978271484375,627.9668677148223
3.0,0.334716796875,0.5,0.0533100962638855,0.657470703125,0.17724609375,0.18403778076171876,0.6912942975759506,393216.0,0.259248822927475,1.0031788349151611,1.0,0.0003,0.013470318168401718,1024.0,0.2,-8.5425001968164,30.0,-0.007339697295128645,0.6658095568418503,0.787867265220666,1024.0,38.0,3419.0,0.980224609375,641.5598860666156
4.0,0.606689453125,0.5,0.15226924419403076,0.7890625,0.317626953125,0.20056838989257814,0.6903650015592575,524288.0,0.35221514105796814,0.9983433485031128,1.0,0.0003,0.01402114238590002,1024.0,0.2,-8.508409771043807,40.0,-0.009876812982815864,0.6500326246023178,0.5660554897105612,1024.0,38.0,3419.0,0.971435546875,632.4038835811615
5.0,0.75830078125,0.5,0.3149142861366272,0.872802734375,0.385498046875,0.199029541015625,0.6894577592611313,655360.0,0.17359822988510132,0.9924755096435547,1.0,0.0003,0.014243822544813156,1024.0,0.2,-8.474037313275039,50.0,-0.01178701548956269,0.6359931826591492,0.4378131439178105,1024.0,38.0,3421.0,0.9873046875,623.7770194220543
6.0,0.822265625,0.5,0.5293000638484955,0.89453125,0.427734375,0.20621109008789062,0.6880807429552078,786432.0,0.10898179560899734,0.985198438167572,1.0,0.0003,0.014614952728152275,1024.0,0.2,-8.41641108407639,60.0,-0.013529699595096645,0.6233829706907272,0.3807430219894741,1024.0,39.0,3279.0,0.966796875,616.5339614740014
7.0,0.835205078125,0.5,0.7082165479660034,0.8856201171875,0.4495849609375,0.1985107421875,0.687671571969986,917504.0,0.1459665149450302,0.9773985743522644,1.0,0.0003,0.014046913012862206,1024.0,0.2,-8.366148702288047,70.0,-0.013687480767271155,0.6189847439527512,0.366698753896344,1024.0,38.0,3441.0,0.93603515625,610.1115314584971
8.0,0.851806640625,0.5,0.7864187508821487,0.8724365234375,0.4793701171875,0.206640625,0.6865884214639664,1048576.0,0.18515761196613312,0.965721607208252,1.0,0.0003,0.014326647855341434,1024.0,0.2,-8.312262852909043,80.0,-0.01532548502800637,0.6149823367595673,0.3301915354091761,1024.0,38.0,3376.0,0.89306640625,607.9898662498593
9.0,0.84912109375,0.5,0.8201021701097488,0.8551025390625,0.4940185546875,0.24030075073242188,0.6857743114233017,1179648.0,0.18013441562652588,0.9526219367980957,1.0,0.0003,0.016693267971277237,1024.0,0.2,-8.22285213721916,90.0,-0.01864408032481606,0.6105235666036606,0.2697549254517071,1024.0,39.0,3290.0,0.861083984375,619.8704123774171
10.0,0.839111328125,0.5,0.8245406001806259,0.87890625,0.460205078125,0.26335678100585935,0.6827321797609329,1310720.0,0.038948338478803635,0.937694251537323,1.0,0.0003,0.017867185175418854,1024.0,0.2,-8.125680649513379,100.0,-0.02170811523046723,0.5926104187965393,0.17284857658905822,1024.0,40.0,3252.0,0.918701171875,625.1490788072348
11.0,0.834228515625,0.5,0.8515751659870148,0.895751953125,0.4384765625,0.2824676513671875,0.6783431470394135,1441792.0,0.002346072345972061,0.9236977100372314,1.0,0.0003,0.019384123384952545,1024.0,0.2,-8.027729818201625,110.0,-0.025130497135774022,0.5716399550437927,0.11000642594844975,1024.0,39.0,3281.0,0.957275390625,615.5530366513133
12.0,0.84375,0.5,0.8352014869451523,0.9122314453125,0.4315185546875,0.2873565673828125,0.6713675856590271,1572864.0,0.03053303062915802,0.9095985293388367,1.0,0.0003,0.01965198665857315,1024.0,0.2,-7.93604376455769,120.0,-0.026418204915512434,0.5423497706651688,0.08632424139923386,1024.0,39.0,3298.0,0.980712890625,593.6911693075299
13.0,0.849853515625,0.5,0.7472299933433533,0.9134521484375,0.4364013671875,0.2766693115234375,0.6622094213962555,1703936.0,0.04111690819263458,0.9013230800628662,1.0,0.0003,0.01894145831465721,1024.0,0.2,-7.867215961846523,130.0,-0.025622955231801824,0.5146345794200897,0.11790119596025761,1024.0,34.0,3824.0,0.97705078125,564.751603539288
14.0,0.864013671875,0.5,0.5429044663906097,0.919677734375,0.4443359375,0.2779090881347656,0.6498903930187225,1835008.0,0.047263894230127335,0.8920185565948486,1.0,0.0003,0.01923624984920025,1024.0,0.2,-7.81401863428764,140.0,-0.02441369236250921,0.48250336945056915,0.20800480028774473,1024.0,34.0,3796.0,0.975341796875,533.3063536447287
15.0,0.860107421875,0.5,0.4950075149536133,0.9134521484375,0.4466552734375,0.28139801025390626,0.6376283466815948,1966080.0,0.16060861945152283,0.8827797770500183,1.0,0.0003,0.01913067325949669,1024.0,0.2,-7.750876955036074,150.0,-0.02626062735407686,0.4624633267521858,0.34411925294189133,1024.0,34.0,3784.0,0.966796875,503.4571107369661
16.0,0.865966796875,0.5,0.4339767098426819,0.921630859375,0.4443359375,0.2803016662597656,0.6216794401407242,2097152.0,0.3160437047481537,0.8710777163505554,1.0,0.0003,0.01978429965674877,1024.0,0.2,-7.677553370338865,160.0,-0.024263940811988505,0.43452001363039017,0.544941654397553,1024.0,34.0,3801.0,0.977294921875,479.7018937467039
17.0,0.864501953125,0.5,0.6127884387969971,0.912109375,0.452392578125,0.2781097412109375,0.6064856052398682,2228224.0,0.2744483947753906,0.8600502014160156,1.0,0.0003,0.019484153017401695,1024.0,0.2,-7.592956901714206,170.0,-0.023019699579958797,0.41716616600751877,0.7349364027220873,1024.0,34.0,3776.0,0.959716796875,467.5572228549421
18.0,0.86083984375,0.5,0.8105333149433136,0.919677734375,0.441162109375,0.26514129638671874,0.5856764614582062,2359296.0,0.6529394388198853,0.8478171825408936,1.0,0.0003,0.018948562443256378,1024.0,0.2,-7.513467066851445,180.0,-0.017020303069284638,0.3869158402085304,0.7592092371167383,1024.0,34.0,3753.0,0.978515625,462.2793305543065
19.0,0.859130859375,0.5,0.8848970532417297,0.9176025390625,0.4415283203125,0.19289627075195312,0.5596700310707092,2490368.0,0.23472824692726135,0.8365944623947144,1.0,0.0003,0.013796335086226463,1024.0,0.2,-7.429996949899942,190.0,-0.010245864543526296,0.35753272473812103,0.848158223831706,1024.0,35.0,3719.0,0.97607421875,455.51247317880393
20.0,0.866455078125,0.5,0.9288310781121254,0.8245849609375,0.5418701171875,0.14447479248046874,0.5757199674844742,2621440.0,0.68985915184021,0.8260034322738647,1.0,0.0003,0.01099323108792305,1024.0,0.2,-7.355486784153618,200.0,-0.0065299948780875635,0.43225909769535065,0.8240960115392226,1024.0,34.0,3777.0,0.78271484375,419.88685490459204
21.0,0.85986328125,0.5,0.9653076753020287,0.90576171875,0.4541015625,0.14087753295898436,0.5133156999945641,2752512.0,0.48621517419815063,0.816295325756073,1.0,0.0003,0.010796090587973595,1024.0,0.2,-7.284807208436542,210.0,-0.0059361001101478905,0.3306201919913292,0.7678418151495862,1024.0,35.0,3719.0,0.95166015625,412.3593377882242
22.0,0.841796875,0.5,0.9815138541162014,0.91650390625,0.42529296875,0.15900421142578125,0.499861404299736,2883584.0,0.3902406692504883,0.8062047958374023,1.0,0.0003,0.011724741198122501,1024.0,0.2,-7.20236105362419,220.0,-0.006379306392432227,0.3211848735809326,0.7494067966479634,1024.0,34.0,3792.0,0.9912109375,335.0385946667939
23.0,0.841064453125,0.5,0.9878453882411122,0.919921875,0.421142578125,0.17753677368164061,0.44556981325149536,3014656.0,0.20939692854881287,0.7951552271842957,1.0,0.0003,0.01295042410492897,1024.0,0.2,-7.125545879267156,230.0,-0.006380329060516487,0.28112098574638367,0.7404966244510434,1024.0,34.0,3751.0,0.998779296875,298.09873808899897
24.0,0.84912109375,0.5,0.990218248218298,0.920166015625,0.428955078125,0.19883193969726562,0.41699085384607315,3145728.0,0.3974655866622925,0.7858361601829529,1.0,0.0003,0.014494049362838268,1024.0,0.2,-7.049396152468399,240.0,-0.007529744617636424,0.2674965187907219,0.7080372936048661,1024.0,34.0,3818.0,0.9912109375,260.8366940971184
25.0,0.853271484375,0.5,0.9901864947751164,0.9212646484375,0.4320068359375,0.20725555419921876,0.3930928334593773,3276800.0,0.5462839007377625,0.7782332897186279,1.0,0.0003,0.014897137880325317,1024.0,0.2,-6.991743928589858,250.0,-0.00836777420437329,0.2635440081357956,0.6980096263789164,1024.0,34.0,3764.0,0.9892578125,240.53181136160157
26.0,0.861328125,0.5,0.9883765010163188,0.9248046875,0.4365234375,0.214678955078125,0.3694581910967827,3407872.0,0.24643263220787048,0.7710468173027039,1.0,0.0003,0.01556431595236063,1024.0,0.2,-6.9444823014549915,260.0,-0.010859886579055456,0.2483448013663292,0.664338609787228,1024.0,34.0,3833.0,0.98828125,226.86008177429903
27.0,0.855712890625,0.5,0.9857835602015257,0.9244384765625,0.4312744140625,0.21511688232421874,0.34247877448797226,3538944.0,0.1785324513912201,0.7635295391082764,1.0,0.0003,0.01563384383916855,1024.0,0.2,-6.880459856218659,270.0,-0.010828950932250336,0.2407105565071106,0.6190768021770054,1024.0,34.0,3783.0,0.9931640625,234.35672318112105
28.0,0.8603515625,0.5,0.9806542359292507,0.9259033203125,0.4344482421875,0.21606674194335937,0.37295572459697723,3670016.0,0.1850847750902176,0.7569407820701599,1.0,0.0003,0.015192694962024689,1024.0,0.2,-6.827971039805561,280.0,-0.010748746950048372,0.26457225531339645,0.5469840597994334,1024.0,39.0,3297.0,0.991455078125,245.8486454042187
29.0,0.858154296875,0.5,0.9854939775541425,0.928466796875,0.4296875,0.23486175537109374,0.35056184977293015,3801088.0,0.29194629192352295,0.7532172203063965,1.0,0.0003,0.016604874283075333,1024.0,0.2,-6.785654475656338,290.0,-0.012544354454496443,0.24694863334298134,0.4698571831002482,1024.0,40.0,3218.0,0.998779296875,271.1349276175746
30.0,0.8525390625,0.5,0.9832707121968269,0.92578125,0.4267578125,0.23326873779296875,0.33926916122436523,3932160.0,0.15333260595798492,0.7498471736907959,1.0,0.0003,0.01652856543660164,1024.0,0.2,-6.768935205508024,300.0,-0.012201825900683616,0.23882520198822021,0.4401100151582796,1024.0,33.0,3862.0,0.9990234375,252.87789094334235
31.0,0.848876953125,0.5,0.980011198669672,0.9244384765625,0.4244384765625,0.23276519775390625,0.3275265768170357,4063232.0,0.1112455204129219,0.7490922808647156,1.0,0.0003,0.01701732724905014,1024.0,0.2,-6.767423223424703,310.0,-0.01272341383262301,0.2282826080918312,0.4835738290057634,1024.0,34.0,3828.0,1.0,216.05764053286055
32.0,0.867431640625,0.5,0.9404505975544453,0.9337158203125,0.4337158203125,0.24101104736328124,0.3201199620962143,4194304.0,0.3314920663833618,0.7474142909049988,1.0,0.0003,0.01769070327281952,1024.0,0.2,-6.764323010644875,320.0,-0.015545494821208195,0.20382943376898766,0.7142639220706769,1024.0,33.0,3893.0,1.0,169.02322563033667
33.0,0.864013671875,0.5,0.9237754568457603,0.9320068359375,0.4320068359375,0.25904312133789065,0.30685955286026,4325376.0,0.445936918258667,0.7443401217460632,1.0,0.0003,0.01916687935590744,1024.0,0.2,-6.746609763172455,330.0,-0.017621978747706636,0.19385713711380959,0.8985193932923721,1024.0,33.0,3891.0,1.0,154.88568687101943
34.0,0.8828125,0.5,0.9193680062890053,0.94140625,0.44140625,0.25270538330078124,0.31048865616321564,4456448.0,0.43278008699417114,0.7409199476242065,1.0,0.0003,0.018204793334007263,1024.0,0.2,-6.7081229199422525,340.0,-0.013704063520617638,0.17697522416710854,0.6710983166056395,1024.0,34.0,3812.0,1.0,151.8605221076403
35.0,0.896728515625,0.5,0.9251688793301582,0.9468994140625,0.4498291015625,0.20560531616210936,0.2962316423654556,4587520.0,0.21213854849338531,0.7356535792350769,1.0,0.0003,0.015107367187738419,1024.0,0.2,-6.664501730003394,350.0,-0.006369119171051807,0.16719306260347366,0.3981529341075657,1024.0,34.0,3834.0,0.9970703125,150.26500745355617
36.0,0.92431640625,0.5,0.6269434690475464,0.961669921875,0.462646484375,0.19053573608398439,0.2693701311945915,4718592.0,0.08005174249410629,0.733909010887146,1.0,0.0003,0.013992216438055038,1024.0,0.2,-6.640868011908606,360.0,-0.0037730037420260487,0.1374376080930233,0.3340303956778371,1024.0,34.0,3823.0,0.9990234375,132.9533592543821
37.0,0.9453125,0.5,0.6513427793979645,0.969482421875,0.475830078125,0.18394241333007813,0.2464057393372059,4849664.0,0.10933840274810791,0.729038417339325,1.0,0.0003,0.013816864229738712,1024.0,0.2,-6.6141296768561,370.0,-0.003990813959671868,0.12891965359449387,0.36123710186657265,1024.0,33.0,3897.0,0.99365234375,115.06205164805753
38.0,0.9736328125,0.5,0.7889216095209122,0.9837646484375,0.4898681640625,0.18632965087890624,0.22337055951356888,4980736.0,0.14000403881072998,0.7267253398895264,1.0,0.0003,0.014005490578711033,1024.0,0.2,-6.590403764299117,380.0,-0.003121843502981392,0.1053989790380001,0.44966286556045815,1024.0,33.0,3893.0,0.993896484375,101.92553890250623
39.0,0.980712890625,0.5,0.872979536652565,0.97998046875,0.500732421875,0.19109573364257812,0.21730077266693115,5111808.0,0.29245007038116455,0.7220465540885925,1.0,0.0003,0.014553414657711983,1024.0,0.2,-6.558171348436735,390.0,-0.0032831921354727457,0.10472182184457779,0.5294491716867924,1024.0,33.0,3858.0,0.979248046875,98.6571231693402
40.0,0.9814453125,0.5,0.9173442423343658,0.980712890625,0.500732421875,0.20458297729492186,0.20454896613955498,5242880.0,0.3912166357040405,0.7206329107284546,1.0,0.0003,0.015394758433103561,1024.0,0.2,-6.544357165321708,400.0,-0.0041070268053999825,0.10368608869612217,0.727826072285825,1024.0,33.0,3896.0,0.97998046875,101.15252055786434
41.0,0.977783203125,0.5,0.939832728356123,0.97998046875,0.497802734375,0.21435775756835937,0.19982481747865677,5373952.0,0.38041815161705017,0.718598484992981,1.0,0.0003,0.016593270003795624,1024.0,0.2,-6.512782497471198,410.0,-0.004735647709094337,0.10278321988880634,0.9658664615672024,1024.0,33.0,3923.0,0.982177734375,103.85279426017195
42.0,0.9794921875,0.5,0.964488048106432,0.9818115234375,0.4976806640625,0.231964111328125,0.2306712009012699,5505024.0,0.858374834060669,0.7191412448883057,1.0,0.0003,0.017468076199293137,1024.0,0.2,-6.523668831004761,420.0,-0.006665516018563267,0.11225689388811588,1.0039151021854196,1024.0,33.0,3863.0,0.984130859375,110.02556305610109
43.0,0.96826171875,0.5,0.976342273876071,0.97314453125,0.4951171875,0.24456787109375,0.2920491024851799,5636096.0,0.7163503170013428,0.7181185483932495,1.0,0.0003,0.018733937293291092,1024.0,0.2,-6.525226409034803,430.0,-0.009452849491390225,0.1657533459365368,1.0616780939366435,1024.0,33.0,3889.0,0.97802734375,103.92324205875862
44.0,0.938720703125,0.5,0.9575497880578041,0.9666748046875,0.4720458984375,0.229632568359375,0.26428982987999916,5767168.0,0.4668291509151459,0.7205225229263306,1.0,0.0003,0.017639387398958206,1024.0,0.2,-6.520831292471849,440.0,-0.007007045542900414,0.15338465571403503,1.189747212435759,1024.0,33.0,3889.0,0.99462890625,94.64443144629534
45.0,0.892578125,0.5,0.9066064357757568,0.94189453125,0.45068359375,0.2221099853515625,0.2241448387503624,5898240.0,0.47411417961120605,0.7207473516464233,1.0,0.0003,0.016789285466074944,1024.0,0.2,-6.539689535088837,450.0,-0.005934308736095772,0.15874267742037773,1.1073547032021451,1024.0,33.0,3892.0,0.9912109375,80.36801480056718
46.0,0.882080078125,0.5,0.8718198388814926,0.9383544921875,0.4437255859375,0.2226165771484375,0.18895257264375687,6029312.0,0.43886008858680725,0.7198526859283447,1.0,0.0003,0.017217133194208145,1024.0,0.2,-6.532001109304838,460.0,-0.005945449621208354,0.1538042202591896,1.1812069366817013,1024.0,33.0,3901.0,0.99462890625,64.27039261461614
47.0,0.89208984375,0.5,0.831827387213707,0.9388427734375,0.4532470703125,0.22652969360351563,0.19505761936306953,6160384.0,0.7726868391036987,0.7187501192092896,1.0,0.0003,0.017723213881254196,1024.0,0.2,-6.524610986886546,470.0,-0.0063781634068391215,0.16224076971411705,1.4923491145527805,1024.0,33.0,3904.0,0.985595703125,57.668154704977354
48.0,0.909423828125,0.5,0.7979733049869537,0.9512939453125,0.4581298828125,0.23288955688476562,0.18108079954981804,6291456.0,0.7329923510551453,0.7159344553947449,1.0,0.0003,0.017820514738559723,1024.0,0.2,-6.498883444978856,480.0,-0.006640436201303146,0.13868750631809235,2.177789823783678,1024.0,33.0,3921.0,0.9931640625,68.83433819511993
49.0,0.924560546875,0.5,0.7917697131633759,0.9537353515625,0.4708251953125,0.2252655029296875,0.19894761592149734,6422528.0,2.1758902072906494,0.713250994682312,1.0,0.0003,0.017270579934120178,1024.0,0.2,-6.473344131698832,490.0,-0.005260900617668085,0.14194679632782936,3.54955642138666,1024.0,33.0,3949.0,0.98291015625,90.93947157309744
50.0,0.93798828125,0.5,0.7915759533643723,0.9591064453125,0.4788818359375,0.22169570922851561,0.18620703741908073,6553600.0,1.1256723403930664,0.7101456522941589,1.0,0.0003,0.016914470121264458,1024.0,0.2,-6.443789898836985,500.0,-0.004956994214239785,0.13129136711359024,5.189017603901448,1024.0,32.0,3975.0,0.980224609375,117.6131918649464
51.0,0.940673828125,0.5,0.8274840414524078,0.96142578125,0.479248046875,0.22289962768554689,0.17708305642008781,6684672.0,2.7302491664886475,0.7043405771255493,1.0,0.0003,0.017003143206238747,1024.0,0.2,-6.406634792638942,510.0,-0.004270033407476603,0.12166796997189522,6.842801020725164,1024.0,32.0,4000.0,0.982177734375,140.14338444981254
