mean/disc/n_generated,mean/disc/disc_acc,mean/disc/disc_entropy,mean/disc/global_step,mean/gen/train/actor_loss,mean/disc/disc_proportion_expert_pred,mean/gen/train/n_updates,mean/gen/train/critic_loss,mean/disc/n_expert,mean/disc/disc_proportion_expert_true,mean/disc/disc_acc_expert,mean/disc/disc_acc_gen,mean/gen/train/learning_rate,mean/disc/disc_loss,mean/gen/rollout/ep_rew_wrapped_mean,mean/gen/time/episodes,mean/gen/time/fps,mean/gen/time/total_timesteps,mean/gen/time/time_elapsed
1024.0,0.5003662109375,0.6875200420618057,1.0,-4.068095440983773,0.9996337890625,1000.0,0.011434513316722586,1024.0,0.5,1.0,0.000732421875,0.001,0.6966475397348404,,,,,
1024.0,0.500732421875,0.6880468428134918,2.0,-9.787519858360291,0.999267578125,2000.0,0.047363305823877454,1024.0,0.5,1.0,0.00146484375,0.001,0.6850198656320572,811.4405681490898,,,,
1024.0,0.5069580078125,0.6881755292415619,3.0,-17.60732919883728,0.9930419921875,3000.0,0.1365932500474155,1024.0,0.5,1.0,0.013916015625,0.001,0.6710246056318283,809.2692219316959,,,,
1024.0,0.5799560546875,0.688189297914505,4.0,-24.529157375335693,0.9200439453125,4000.0,0.30963824681937696,1024.0,0.5,1.0,0.159912109375,0.001,0.6376553028821945,790.532200217247,4.0,573.0,4000.0,1.0
1024.0,0.7598876953125,0.6859948337078094,5.0,-40.113413110733035,0.7401123046875,5000.0,0.7354170265942812,1024.0,0.5,1.0,0.519775390625,0.001,0.6348978281021118,771.4621771275997,,,,
1024.0,0.5262451171875,0.6847295761108398,6.0,-47.61528801727295,0.9737548828125,6000.0,1.4836283398419619,1024.0,0.5,1.0,0.052490234375,0.001,0.6324008852243423,775.0552821755409,,,,
1024.0,0.892333984375,0.6826270669698715,7.0,-66.32107571792602,0.607421875,7000.0,3.3571942796558143,1024.0,0.5,0.999755859375,0.784912109375,0.001,0.5981567203998566,770.8591425617536,,,,
1024.0,0.99853515625,0.678192064166069,8.0,-107.47819612884521,0.49999999999999994,8000.0,7.184365184128285,1024.0,0.5,0.99853515625,0.99853515625,0.001,0.5678916424512863,760.279370205743,8.0,574.0,8000.0,1.0
1024.0,0.99853515625,0.6726816892623901,9.0,-116.72988088226319,0.498779296875,9000.0,10.888317383110524,1024.0,0.5,0.997314453125,0.999755859375,0.001,0.5398864448070526,748.8587822429836,,,,
1024.0,0.9932861328125,0.6658376455307007,10.0,-108.21681782531738,0.5010986328125,10000.0,10.736468465924263,1024.0,0.5,0.994384765625,0.9921875,0.001,0.518883228302002,735.2690782977475,,,,
1024.0,0.992431640625,0.6532818228006363,11.0,-108.26870329284668,0.494384765625,11000.0,4.844576011806726,1024.0,0.5,0.98681640625,0.998046875,0.001,0.47071556746959686,728.5890132576227,,,,
1024.0,0.9913330078125,0.6324307918548584,12.0,-118.44236022949218,0.4913330078125,12000.0,3.8340198119580746,1024.0,0.5,0.982666015625,1.0,0.001,0.41333696246147156,713.831683983857,12.0,596.0,12000.0,1.0
1024.0,0.991455078125,0.611095666885376,13.0,-136.7594812698364,0.491455078125,13000.0,8.67855494749546,1024.0,0.5,0.98291015625,1.0,0.001,0.37446409463882446,693.3895942817131,,,,
1024.0,0.9908447265625,0.5771107226610184,14.0,-167.69435467529297,0.4913330078125,14000.0,11.463127254068851,1024.0,0.5,0.982177734375,0.99951171875,0.001,0.32457754760980606,674.8109426888136,,,,
1024.0,0.9910888671875,0.5332883596420288,15.0,-189.13893606567382,0.4923095703125,15000.0,11.985613251328468,1024.0,0.5,0.9833984375,0.998779296875,0.001,0.2739257514476776,649.8288276355181,,,,
1024.0,0.9912109375,0.5042036175727844,16.0,-196.49659252929686,0.491943359375,16000.0,10.374339824795722,1024.0,0.5,0.983154296875,0.999267578125,0.001,0.24599843099713326,628.8230542490879,16.0,584.0,16000.0,1.0
1024.0,0.9927978515625,0.4490584656596184,17.0,-204.7898599395752,0.4937744140625,17000.0,11.836603521823884,1024.0,0.5,0.986572265625,0.9990234375,0.001,0.19702188298106194,607.5552336238325,,,,
1024.0,0.9947509765625,0.3998151570558548,18.0,-230.34507597351075,0.4954833984375,18000.0,14.53300879573822,1024.0,0.5,0.990234375,0.999267578125,0.001,0.1645677238702774,584.4609453047024,,,,
1024.0,0.99609375,0.32674888521432877,19.0,-246.3083598022461,0.49609375,19000.0,11.42994873714447,1024.0,0.5,0.9921875,1.0,0.001,0.12077774107456207,564.3164194693995,,,,
1024.0,0.9979248046875,0.26006779074668884,20.0,-259.7710015411377,0.4979248046875,20000.0,15.193004445314408,1024.0,0.5,0.995849609375,1.0,0.001,0.08685901947319508,539.4220128002528,20.0,587.0,20000.0,1.0
1024.0,0.997802734375,0.23410866782069206,21.0,-269.13850006103513,0.497802734375,21000.0,11.290869220733642,1024.0,0.5,0.99560546875,1.0,0.001,0.07609883695840836,517.0057263334281,,,,
1024.0,0.9991455078125,0.20109111070632935,22.0,-274.08460998535156,0.4991455078125,22000.0,9.487015437841416,1024.0,0.5,0.998291015625,1.0,0.001,0.06128981336951256,495.923083708932,,,,
1024.0,0.999755859375,0.16153689846396446,23.0,-278.5133191986084,0.499755859375,23000.0,12.689884191036224,1024.0,0.5,0.99951171875,1.0,0.001,0.04582614824175835,475.9891380637207,,,,
1024.0,1.0,0.13200296834111214,24.0,-293.30066119384765,0.5,24000.0,12.763100425481797,1024.0,0.5,1.0,1.0,0.001,0.03654633741825819,456.77985839553827,24.0,601.0,24000.0,1.0
1024.0,0.99951171875,0.21298452466726303,25.0,-324.4564438171387,0.500244140625,25000.0,18.273289141893386,1024.0,0.5,0.999755859375,0.999267578125,0.001,0.07966874167323112,439.00678420974873,,,,
1024.0,0.9970703125,0.20924550667405128,26.0,-349.62221374511716,0.5029296875,26000.0,24.85898530936241,1024.0,0.5,1.0,0.994140625,0.001,0.07321695238351822,430.9433620994538,,,,
1024.0,0.995849609375,0.12041597068309784,27.0,-364.9966338806152,0.504150390625,27000.0,28.713972433567047,1024.0,0.5,1.0,0.99169921875,0.001,0.037041486240923405,417.37161215446673,,,,
1024.0,0.9964599609375,0.10042680613696575,28.0,-376.6069280090332,0.5035400390625,28000.0,29.00997165966034,1024.0,0.5,1.0,0.992919921875,0.001,0.029402556363493204,403.4207534095255,28.0,597.0,28000.0,1.0
1024.0,0.9984130859375,0.08474858291447163,29.0,-371.0334120178223,0.5015869140625,29000.0,27.001747841358185,1024.0,0.5,1.0,0.996826171875,0.001,0.02309942152351141,390.26786830073354,,,,
1024.0,0.996826171875,0.07083269022405148,30.0,-364.0410729980469,0.503173828125,30000.0,25.629006198883058,1024.0,0.5,1.0,0.99365234375,0.001,0.021583466790616512,377.43698293071816,,,,
1024.0,0.99755859375,0.06545516289770603,31.0,-359.9434011230469,0.50244140625,31000.0,19.70708199071884,1024.0,0.5,1.0,0.9951171875,0.001,0.01896392833441496,365.5920635015471,,,,
1024.0,0.9986572265625,0.05667734984308481,32.0,-351.9276032104492,0.5013427734375,32000.0,17.316681218624115,1024.0,0.5,1.0,0.997314453125,0.001,0.015544868074357511,354.27962707764385,32.0,607.0,32000.0,1.0
1024.0,0.9979248046875,0.04738822299987078,33.0,-341.69526611328126,0.5020751953125,33000.0,15.357999711990356,1024.0,0.5,1.0,0.995849609375,0.001,0.013593652751296759,343.5086900184615,,,,
1024.0,0.99853515625,0.04929080046713352,34.0,-333.4483752441406,0.50146484375,34000.0,13.72062779211998,1024.0,0.5,1.0,0.9970703125,0.001,0.01339627429842949,333.5496696626475,,,,
1024.0,0.99755859375,0.048089075833559036,35.0,-325.8019041748047,0.50244140625,35000.0,12.475719317436218,1024.0,0.5,1.0,0.9951171875,0.001,0.013681579614058137,324.1213752889975,,,,
1024.0,0.9996337890625,0.05052154324948788,36.0,-322.80587045288087,0.5003662109375,36000.0,15.111278888225556,1024.0,0.5,1.0,0.999267578125,0.001,0.012226842809468508,315.15537512972037,36.0,594.0,36000.0,1.0
1024.0,0.9990234375,0.06848309002816677,37.0,-317.9190775756836,0.5009765625,37000.0,16.58230738258362,1024.0,0.5,1.0,0.998046875,0.001,0.01772729540243745,306.849115480508,,,,
1024.0,0.9990234375,0.06111334916204214,38.0,-311.6476656188965,0.5009765625,38000.0,12.625349221229554,1024.0,0.5,1.0,0.998046875,0.001,0.015300717670470476,299.4235269005915,,,,
1024.0,0.9993896484375,0.03705592453479767,39.0,-304.7945386657715,0.5006103515625,39000.0,10.340038343429566,1024.0,0.5,1.0,0.998779296875,0.001,0.008717397460713983,291.76308009201296,,,,
1024.0,0.9996337890625,0.0390160595998168,40.0,-297.8715698547363,0.5003662109375,40000.0,10.069194800138474,1024.0,0.5,1.0,0.999267578125,0.001,0.00923964218236506,284.3796345556232,40.0,592.0,40000.0,1.0
1024.0,0.999755859375,0.03901854436844587,41.0,-288.2896049499512,0.500244140625,41000.0,9.032687626600266,1024.0,0.5,1.0,0.99951171875,0.001,0.008699846919625998,277.5943658414864,,,,
1024.0,0.99951171875,0.03570265416055918,42.0,-280.7048167419434,0.50048828125,42000.0,8.64845664691925,1024.0,0.5,1.0,0.9990234375,0.001,0.007915214519016445,270.989640473249,,,,
1024.0,0.9993896484375,0.03209485299885273,43.0,-273.55985891723634,0.5006103515625,43000.0,8.160261948108673,1024.0,0.5,1.0,0.998779296875,0.001,0.00747052812948823,264.7466054077917,,,,
1024.0,0.9993896484375,0.026643306482583284,44.0,-265.74624519348146,0.5006103515625,44000.0,6.886414921522141,1024.0,0.5,1.0,0.998779296875,0.001,0.006408424815163016,258.7071933440274,44.0,589.0,44000.0,1.0
1024.0,0.996826171875,0.027213192079216242,45.0,-257.06525173950195,0.503173828125,45000.0,6.091612796783448,1024.0,0.5,1.0,0.99365234375,0.001,0.009891147376038134,253.0044034660618,,,,
1024.0,0.9991455078125,0.02563903108239174,46.0,-249.75495304870606,0.5008544921875,46000.0,5.660966498374939,1024.0,0.5,1.0,0.998291015625,0.001,0.006307751638814807,247.57565992293272,,,,
1024.0,0.9979248046875,0.024402262642979622,47.0,-245.5099013671875,0.5020751953125,47000.0,5.299145134925842,1024.0,0.5,1.0,0.995849609375,0.001,0.007512991549447179,242.29395384697463,,,,
1024.0,0.9976806640625,0.02825759071856737,48.0,-240.31492684936524,0.5023193359375,48000.0,5.56769415807724,1024.0,0.5,1.0,0.995361328125,0.001,0.008857393637299538,237.40484601955617,48.0,595.0,48000.0,1.0
1024.0,0.99951171875,0.028039555065333843,49.0,-234.02630471801757,0.50048828125,49000.0,5.176785859584808,1024.0,0.5,1.0,0.9990234375,0.001,0.006224769866093993,232.61763852575436,,,,
1024.0,0.9998779296875,0.026685267686843872,50.0,-227.3708907775879,0.5001220703125,50000.0,5.333976274013519,1024.0,0.5,1.0,0.999755859375,0.001,0.0055762839037925005,228.01046552425083,,,,
1024.0,0.9984130859375,0.032077331095933914,51.0,-221.49442337036132,0.5015869140625,51000.0,4.762035215616226,1024.0,0.5,1.0,0.996826171875,0.001,0.008439903380349278,223.56173676533538,,,,
1024.0,0.995361328125,0.03284031851217151,52.0,-215.1489041900635,0.504638671875,52000.0,4.4165792665481565,1024.0,0.5,1.0,0.99072265625,0.001,0.012081798049621284,219.58677458603708,52.0,577.0,52000.0,1.0
1024.0,0.996826171875,0.02608511596918106,53.0,-209.1171809539795,0.503173828125,53000.0,4.106053187131882,1024.0,0.5,1.0,0.99365234375,0.001,0.00905398337636143,215.67996433498467,,,,
1024.0,0.9969482421875,0.033699226565659046,54.0,-202.94175451660155,0.5030517578125,54000.0,4.401200045585632,1024.0,0.5,1.0,0.993896484375,0.001,0.011038771597668529,211.88971255529526,,,,
1024.0,0.997314453125,0.03546894062310457,55.0,-198.67864964294432,0.502685546875,55000.0,4.151001113057137,1024.0,0.5,1.0,0.99462890625,0.001,0.01118786376900971,208.42674585547798,,,,
1024.0,0.997314453125,0.025647375732660294,56.0,-192.88164012145995,0.502685546875,56000.0,3.7914921674728395,1024.0,0.5,1.0,0.99462890625,0.001,0.00906084361486137,204.9029039171884,56.0,574.0,56000.0,1.0
1024.0,0.998046875,0.02251703292131424,57.0,-187.46200433349608,0.501953125,57000.0,3.6957773027420044,1024.0,0.5,1.0,0.99609375,0.001,0.0072451409650966525,201.43321572127374,,,,
1024.0,0.9979248046875,0.025671881157904863,58.0,-181.69742372131347,0.5020751953125,58000.0,3.568819613099098,1024.0,0.5,1.0,0.995849609375,0.001,0.007992366561666131,198.07967134254304,,,,
1024.0,0.998779296875,0.029093371238559484,59.0,-177.19215832519532,0.501220703125,59000.0,3.6011018373966217,1024.0,0.5,1.0,0.99755859375,0.001,0.00833959924057126,194.8478289982955,,,,
1024.0,0.999267578125,0.028054606169462204,60.0,-172.50226538085937,0.500732421875,60000.0,3.44360992205143,1024.0,0.5,1.0,0.99853515625,0.001,0.007488924544304609,191.7648441011521,60.0,556.0,60000.0,1.0
1024.0,0.9991455078125,0.021039168816059828,61.0,-168.1069478302002,0.5008544921875,61000.0,3.4305512728691103,1024.0,0.5,1.0,0.998291015625,0.001,0.005577105446718633,188.71207566105986,,,,
1024.0,0.9990234375,0.020903635770082474,62.0,-163.7475080718994,0.5009765625,62000.0,3.149228650927544,1024.0,0.5,1.0,0.998046875,0.001,0.00618128280621022,185.71481559249568,,,,
1024.0,0.9990234375,0.022813844494521618,63.0,-159.66606820678712,0.5009765625,63000.0,3.0455274938344954,1024.0,0.5,1.0,0.998046875,0.001,0.006559703266248107,182.82805781773976,,,,
1024.0,0.99951171875,0.020660812966525555,64.0,-155.59407722473145,0.50048828125,64000.0,3.044068161249161,1024.0,0.5,1.0,0.9990234375,0.001,0.005184707464650273,180.02906845023713,64.0,559.0,64000.0,1.0
1024.0,0.9991455078125,0.021522922907024622,65.0,-151.9359764251709,0.5008544921875,65000.0,3.048649126648903,1024.0,0.5,1.0,0.998291015625,0.001,0.005863318569026887,177.31169007928116,,,,
1024.0,0.99951171875,0.019391301553696394,66.0,-148.8068657836914,0.50048828125,66000.0,2.8343629215955732,1024.0,0.5,1.0,0.9990234375,0.001,0.00475796137470752,174.69749387664908,,,,
1024.0,0.998779296875,0.020010482985526323,67.0,-144.97830032348634,0.501220703125,67000.0,2.786359511613846,1024.0,0.5,1.0,0.99755859375,0.001,0.005488237598910928,172.1317406591302,,,,
1024.0,0.9990234375,0.019323265179991722,68.0,-141.40792311096192,0.5009765625,68000.0,2.5266738368868826,1024.0,0.5,1.0,0.998046875,0.001,0.005015194416046143,169.67803216666158,68.0,575.0,68000.0,1.0
1024.0,0.99951171875,0.01934440666809678,69.0,-138.13616590881347,0.50048828125,69000.0,2.4881347357630728,1024.0,0.5,1.0,0.9990234375,0.001,0.004922270542010665,167.2717013276117,,,,
1024.0,0.999267578125,0.01951439119875431,70.0,-135.18202085113526,0.500732421875,70000.0,2.4966328122615815,1024.0,0.5,1.0,0.99853515625,0.001,0.005420823581516743,164.93845576352427,,,,
1024.0,0.9996337890625,0.017968473490327597,71.0,-132.16251267242433,0.5003662109375,71000.0,2.469852029085159,1024.0,0.5,1.0,0.999267578125,0.001,0.004174694768153131,162.66449473565388,,,,
1024.0,0.99951171875,0.019346211571246386,72.0,-129.38194345855712,0.50048828125,72000.0,2.8079090716838837,1024.0,0.5,1.0,0.9990234375,0.001,0.0047931065782904625,160.45547094650516,72.0,571.0,72000.0,1.0
1024.0,0.9996337890625,0.017223491333425045,73.0,-126.98204499053955,0.5003662109375,73000.0,2.968143284201622,1024.0,0.5,1.0,0.999267578125,0.001,0.004201676696538925,158.30908163100608,,,,
1024.0,0.9991455078125,0.016165973152965307,74.0,-125.84293696594239,0.5008544921875,74000.0,3.2150172382593154,1024.0,0.5,1.0,0.998291015625,0.001,0.005077481619082391,156.21219731440425,,,,
1024.0,0.999755859375,0.014325999654829502,75.0,-125.1770185546875,0.500244140625,75000.0,3.766439865410328,1024.0,0.5,1.0,0.99951171875,0.001,0.003246460750233382,154.15997568626526,,,,
1024.0,0.9990234375,0.016530113527551293,76.0,-124.76424781799317,0.5009765625,76000.0,4.871536472439766,1024.0,0.5,1.0,0.998046875,0.001,0.005024523939937353,152.1682173727417,76.0,573.0,76000.0,1.0
1024.0,0.8048095703125,0.03377914894372225,77.0,-132.1362657699585,0.6951904296875,77000.0,8.751233214855194,1024.0,0.5,1.0,0.609619140625,0.001,0.950684517621994,150.23444148396612,,,,
1024.0,0.7286376953125,0.0811602408066392,78.0,-139.3616731643677,0.7711181640625,78000.0,10.4283554148674,1024.0,0.5,0.999755859375,0.45751953125,0.001,0.9777927994728088,202.34953767661122,,,,
1024.0,0.8936767578125,0.18747328594326973,79.0,-146.4548083343506,0.5985107421875,79000.0,10.622393741846084,1024.0,0.5,0.9921875,0.795166015625,0.001,0.2710214704275131,218.00657255819613,,,,
1024.0,0.9840087890625,0.12715737894177437,80.0,-149.96565219116212,0.4898681640625,80000.0,9.693939410209655,1024.0,0.5,0.973876953125,0.994140625,0.001,0.05996789690107107,220.37154200543003,80.0,575.0,80000.0,1.0
1024.0,0.958984375,0.20980192720890045,81.0,-151.32411554718018,0.4921875,81000.0,8.451236156463622,1024.0,0.5,0.951171875,0.966796875,0.001,0.13626411370933056,217.82518955844324,,,,
1024.0,0.9674072265625,0.20306865498423576,82.0,-151.01946717834474,0.4696044921875,82000.0,8.025868499517442,1024.0,0.5,0.93701171875,0.997802734375,0.001,0.12039422057569027,219.83156044459363,,,,
1024.0,0.968505859375,0.18244464695453644,83.0,-153.7516474456787,0.468505859375,83000.0,7.295395660161972,1024.0,0.5,0.93701171875,1.0,0.001,0.10038273222744465,217.26140510532232,,,,
1024.0,0.970947265625,0.16063948720693588,84.0,-152.96426133728028,0.470947265625,84000.0,6.715598635315895,1024.0,0.5,0.94189453125,1.0,0.001,0.08707107231020927,215.669244906301,84.0,576.0,84000.0,1.0
1024.0,0.97900390625,0.10893126204609871,85.0,-151.84971472167967,0.47900390625,85000.0,6.504349161863327,1024.0,0.5,0.9580078125,1.0,0.001,0.06166786048561334,213.11948205554867,,,,
1024.0,0.9820556640625,0.20092204585671425,86.0,-153.38578339385987,0.4930419921875,86000.0,6.977024117231369,1024.0,0.5,0.97509765625,0.989013671875,0.001,0.10247650183737278,210.66141676760626,,,,
1024.0,0.9774169921875,0.2671296298503876,87.0,-155.42389949035643,0.5052490234375,87000.0,8.509593493461608,1024.0,0.5,0.982666015625,0.97216796875,0.001,0.12946606613695621,211.03890685056595,,,,
1024.0,0.969482421875,0.2343926839530468,88.0,-160.1802286376953,0.5166015625,88000.0,10.152453373670578,1024.0,0.5,0.986083984375,0.952880859375,0.001,0.11820270121097565,210.79479609018273,88.0,553.0,88000.0,1.0
1024.0,0.96630859375,0.20336973294615746,89.0,-165.6235075073242,0.5185546875,89000.0,11.503003354549408,1024.0,0.5,0.98486328125,0.94775390625,0.001,0.10868311300873756,211.034906193546,,,,
1024.0,0.9755859375,0.13353141024708748,90.0,-167.3715870513916,0.49462890625,90000.0,11.819601017951966,1024.0,0.5,0.97021484375,0.98095703125,0.001,0.07022631354629993,210.44188210384985,,,,
1024.0,0.9871826171875,0.11623724550008774,91.0,-171.48060026550294,0.4920654296875,91000.0,11.975976921081543,1024.0,0.5,0.979248046875,0.9951171875,0.001,0.054440771229565144,208.35651050726779,,,,
1024.0,0.988037109375,0.10431805811822414,92.0,-172.13889738464354,0.49072265625,92000.0,11.935600412130356,1024.0,0.5,0.978759765625,0.997314453125,0.001,0.04637249559164047,206.53214115216022,92.0,574.0,92000.0,1.0
1024.0,0.976318359375,0.10959322191774845,93.0,-175.35671719360352,0.501220703125,93000.0,12.287448269844056,1024.0,0.5,0.9775390625,0.97509765625,0.001,0.06828990019857883,204.37245789456534,,,,
1024.0,0.86669921875,0.1749456413090229,94.0,-177.4531480102539,0.615966796875,94000.0,11.69237504196167,1024.0,0.5,0.982666015625,0.750732421875,0.001,0.31159578263759613,203.40648508640706,,,,
1024.0,0.8857421875,0.1734345182776451,95.0,-176.87630923461913,0.584228515625,95000.0,11.27143064546585,1024.0,0.5,0.969970703125,0.801513671875,0.001,0.22098641842603683,212.5416107333072,,,,
1024.0,0.9678955078125,0.14903485402464867,96.0,-178.13305682373047,0.4864501953125,96000.0,11.461013922691345,1024.0,0.5,0.954345703125,0.9814453125,0.001,0.09096828289330006,211.11236015984488,96.0,555.0,96000.0,1.0
1024.0,0.9676513671875,0.14212378859519958,97.0,-181.69800401306154,0.4730224609375,97000.0,11.72781775712967,1024.0,0.5,0.940673828125,0.99462890625,0.001,0.08497496508061886,209.7426038534381,,,,
1024.0,0.968505859375,0.11007005535066128,98.0,-179.7026748046875,0.473876953125,98000.0,10.857412168979645,1024.0,0.5,0.9423828125,0.99462890625,0.001,0.07455221191048622,207.8657903362601,,,,
1024.0,0.9783935546875,0.09826377965509892,99.0,-179.36750845336914,0.4796142578125,99000.0,11.067243290424347,1024.0,0.5,0.9580078125,0.998779296875,0.001,0.05813455116003752,205.76402682461517,,,,
1024.0,0.9820556640625,0.09178758971393108,100.0,-180.62577670288087,0.4859619140625,100000.0,11.744115873336792,1024.0,0.5,0.968017578125,0.99609375,0.001,0.05203150026500225,203.72651694364703,100.0,579.0,100000.0,1.0
