raw/disc/n_generated,raw/disc/disc_acc_gen,raw/disc/disc_entropy,raw/disc/global_step,raw/disc/disc_proportion_expert_pred,raw/disc/disc_acc,raw/disc/disc_proportion_expert_true,raw/disc/disc_loss,raw/disc/n_expert,raw/disc/disc_acc_expert
1024.0,0.8603515625,0.6916419267654419,1,0.06982421875,0.43017578125,0.5,0.7086732983589172,1024.0,0.0
1024.0,0.931640625,0.6917606592178345,1,0.03466796875,0.46630859375,0.5,0.7030079960823059,1024.0,0.0009765625
1024.0,0.931640625,0.6917515993118286,1,0.03466796875,0.46630859375,0.5,0.6972925662994385,1024.0,0.0009765625
1024.0,0.9560546875,0.69182288646698,1,0.02197265625,0.47802734375,0.5,0.6925997734069824,1024.0,0.0
1024.0,0.9677734375,0.6917407512664795,2,0.01904296875,0.48681640625,0.5,0.6865243911743164,1024.0,0.005859375
1024.0,0.978515625,0.691710352897644,2,0.02197265625,0.50048828125,0.5,0.6820321083068848,1024.0,0.0224609375
1024.0,0.9794921875,0.6916103363037109,2,0.05078125,0.5302734375,0.5,0.6772118806838989,1024.0,0.0810546875
1024.0,0.9873046875,0.6914765238761902,2,0.0712890625,0.55859375,0.5,0.6731298565864563,1024.0,0.1298828125
1024.0,0.97265625,0.691555380821228,3,0.115234375,0.587890625,0.5,0.6724613308906555,1024.0,0.203125
1024.0,0.9765625,0.691392183303833,3,0.16162109375,0.63818359375,0.5,0.6673139333724976,1024.0,0.2998046875
1024.0,0.9794921875,0.6912952065467834,3,0.19921875,0.6787109375,0.5,0.6646379232406616,1024.0,0.3779296875
1024.0,0.9921875,0.690934419631958,3,0.23291015625,0.72509765625,0.5,0.6588250398635864,1024.0,0.4580078125
1024.0,0.9716796875,0.6908023357391357,4,0.2587890625,0.73046875,0.5,0.6580429077148438,1024.0,0.4892578125
1024.0,0.966796875,0.6906101703643799,4,0.31005859375,0.77685546875,0.5,0.6526898741722107,1024.0,0.5869140625
1024.0,0.978515625,0.6901999115943909,4,0.33984375,0.818359375,0.5,0.6463179588317871,1024.0,0.658203125
1024.0,0.96875,0.6898475885391235,4,0.36181640625,0.83056640625,0.5,0.6430797576904297,1024.0,0.6923828125
1024.0,0.9853515625,0.6899973154067993,5,0.35791015625,0.84326171875,0.5,0.6435299515724182,1024.0,0.701171875
1024.0,0.986328125,0.6897335052490234,5,0.3916015625,0.8779296875,0.5,0.6380865573883057,1024.0,0.76953125
1024.0,0.9853515625,0.6892477869987488,5,0.39306640625,0.87841796875,0.5,0.633668839931488,1024.0,0.771484375
1024.0,0.9921875,0.6888524293899536,5,0.3994140625,0.8916015625,0.5,0.6286873817443848,1024.0,0.791015625
1024.0,0.96875,0.6890205144882202,6,0.41552734375,0.88427734375,0.5,0.6315643787384033,1024.0,0.7998046875
1024.0,0.9658203125,0.6883983612060547,6,0.43017578125,0.89599609375,0.5,0.6260572671890259,1024.0,0.826171875
1024.0,0.96484375,0.6877878904342651,6,0.42529296875,0.89013671875,0.5,0.6207226514816284,1024.0,0.8154296875
1024.0,0.9677734375,0.6871162056922913,6,0.43994140625,0.90771484375,0.5,0.6151875853538513,1024.0,0.84765625
1024.0,0.9140625,0.6888099312782288,7,0.45751953125,0.87158203125,0.5,0.6284835934638977,1024.0,0.8291015625
1024.0,0.9384765625,0.687904417514801,7,0.44287109375,0.88134765625,0.5,0.6209028363227844,1024.0,0.82421875
1024.0,0.94921875,0.687263011932373,7,0.4501953125,0.8994140625,0.5,0.6139381527900696,1024.0,0.849609375
1024.0,0.9423828125,0.686708927154541,7,0.44775390625,0.89013671875,0.5,0.6126143932342529,1024.0,0.837890625
1024.0,0.8828125,0.6877277493476868,8,0.48388671875,0.86669921875,0.5,0.6216857433319092,1024.0,0.8505859375
1024.0,0.884765625,0.6871352791786194,8,0.48193359375,0.86669921875,0.5,0.619333803653717,1024.0,0.8486328125
1024.0,0.8935546875,0.6863775849342346,8,0.4775390625,0.87109375,0.5,0.6138128042221069,1024.0,0.8486328125
1024.0,0.9111328125,0.6851130723953247,8,0.47412109375,0.88525390625,0.5,0.6050969958305359,1024.0,0.859375
1024.0,0.8154296875,0.6871031522750854,9,0.5205078125,0.8359375,0.5,0.619059145450592,1024.0,0.8564453125
1024.0,0.8486328125,0.6863715052604675,9,0.50341796875,0.85205078125,0.5,0.6148577332496643,1024.0,0.85546875
1024.0,0.8798828125,0.6855474710464478,9,0.47900390625,0.85888671875,0.5,0.6086969971656799,1024.0,0.837890625
1024.0,0.900390625,0.684075117111206,9,0.47314453125,0.87353515625,0.5,0.599480390548706,1024.0,0.8466796875
1024.0,0.8974609375,0.6845676302909851,10,0.47998046875,0.87744140625,0.5,0.6020160913467407,1024.0,0.857421875
1024.0,0.9208984375,0.6834204196929932,10,0.45556640625,0.87646484375,0.5,0.5967147350311279,1024.0,0.83203125
1024.0,0.9326171875,0.6819895505905151,10,0.447265625,0.8798828125,0.5,0.5893385410308838,1024.0,0.8271484375
1024.0,0.923828125,0.6809511184692383,10,0.4580078125,0.8818359375,0.5,0.5823723077774048,1024.0,0.83984375
1024.0,0.9248046875,0.6805799007415771,11,0.45263671875,0.87744140625,0.5,0.5848323106765747,1024.0,0.830078125
1024.0,0.9609375,0.6791324615478516,11,0.43603515625,0.89697265625,0.5,0.5745455622673035,1024.0,0.8330078125
1024.0,0.97265625,0.6773941516876221,11,0.427734375,0.900390625,0.5,0.5669870972633362,1024.0,0.828125
1024.0,0.970703125,0.676266074180603,11,0.4375,0.908203125,0.5,0.5601948499679565,1024.0,0.845703125
1024.0,0.9736328125,0.6751110553741455,12,0.43408203125,0.90771484375,0.5,0.5562945604324341,1024.0,0.841796875
1024.0,0.974609375,0.6729639768600464,12,0.4326171875,0.9072265625,0.5,0.5486894249916077,1024.0,0.83984375
1024.0,0.9814453125,0.6699668765068054,12,0.4306640625,0.912109375,0.5,0.536468505859375,1024.0,0.8427734375
1024.0,0.9931640625,0.6674284338951111,12,0.4287109375,0.921875,0.5,0.5279465913772583,1024.0,0.8505859375
1024.0,0.970703125,0.6672324538230896,13,0.4404296875,0.9111328125,0.5,0.5295313000679016,1024.0,0.8515625
1024.0,0.9775390625,0.6639094352722168,13,0.44482421875,0.92236328125,0.5,0.5171156525611877,1024.0,0.8671875
1024.0,0.9794921875,0.6603657603263855,13,0.43408203125,0.91357421875,0.5,0.508751630783081,1024.0,0.84765625
1024.0,0.98046875,0.6573300361633301,13,0.42626953125,0.90673828125,0.5,0.5031397342681885,1024.0,0.8330078125
1024.0,0.97265625,0.6557517647743225,14,0.44189453125,0.91455078125,0.5,0.4982326030731201,1024.0,0.8564453125
1024.0,0.974609375,0.6518227458000183,14,0.4384765625,0.9130859375,0.5,0.48816537857055664,1024.0,0.8515625
1024.0,0.9814453125,0.648405909538269,14,0.4404296875,0.921875,0.5,0.47765612602233887,1024.0,0.8623046875
1024.0,0.97265625,0.6435811519622803,14,0.45654296875,0.92919921875,0.5,0.465959370136261,1024.0,0.8857421875
1024.0,0.962890625,0.6451260447502136,15,0.4453125,0.908203125,0.5,0.4772111177444458,1024.0,0.853515625
1024.0,0.97265625,0.6392383575439453,15,0.4423828125,0.9150390625,0.5,0.46438196301460266,1024.0,0.857421875
1024.0,0.962890625,0.6336609125137329,15,0.4541015625,0.9169921875,0.5,0.4527547359466553,1024.0,0.87109375
1024.0,0.96875,0.6324880719184875,15,0.44482421875,0.91357421875,0.5,0.45550549030303955,1024.0,0.8583984375
1024.0,0.9736328125,0.6298120021820068,16,0.45458984375,0.92822265625,0.5,0.4479983448982239,1024.0,0.8828125
1024.0,0.970703125,0.6240901350975037,16,0.44287109375,0.91357421875,0.5,0.4443451166152954,1024.0,0.8564453125
1024.0,0.984375,0.6194608211517334,16,0.4404296875,0.9248046875,0.5,0.4266965389251709,1024.0,0.865234375
1024.0,0.98046875,0.6133548021316528,16,0.439453125,0.919921875,0.5,0.4190400540828705,1024.0,0.859375
1024.0,0.9384765625,0.6162676215171814,17,0.453125,0.8916015625,0.5,0.4396735429763794,1024.0,0.8447265625
1024.0,0.958984375,0.6076614856719971,17,0.4521484375,0.9111328125,0.5,0.41895008087158203,1024.0,0.86328125
1024.0,0.9658203125,0.606093168258667,17,0.4541015625,0.919921875,0.5,0.4155106246471405,1024.0,0.8740234375
1024.0,0.9755859375,0.5959201455116272,17,0.4501953125,0.92578125,0.5,0.39453041553497314,1024.0,0.8759765625
1024.0,0.970703125,0.5986228585243225,18,0.44287109375,0.91357421875,0.5,0.4078536629676819,1024.0,0.8564453125
1024.0,0.9794921875,0.5894495248794556,18,0.439453125,0.9189453125,0.5,0.3943558931350708,1024.0,0.8583984375
1024.0,0.9755859375,0.5800373554229736,18,0.44873046875,0.92431640625,0.5,0.37524092197418213,1024.0,0.873046875
1024.0,0.98828125,0.574596107006073,18,0.43359375,0.921875,0.5,0.3702128827571869,1024.0,0.85546875
1024.0,0.9619140625,0.5746744871139526,19,0.4462890625,0.908203125,0.5,0.37880611419677734,1024.0,0.8544921875
1024.0,0.96875,0.5661413073539734,19,0.447265625,0.916015625,0.5,0.36444878578186035,1024.0,0.86328125
1024.0,0.984375,0.5543708801269531,19,0.44384765625,0.92822265625,0.5,0.3467537760734558,1024.0,0.8720703125
1024.0,0.9892578125,0.5434934496879578,19,0.4287109375,0.91796875,0.5,0.3401222229003906,1024.0,0.8466796875
1024.0,0.7490234375,0.5814952254295349,20,0.56298828125,0.81201171875,0.5,0.44490253925323486,1024.0,0.875
1024.0,0.75390625,0.5829656720161438,20,0.5517578125,0.8056640625,0.5,0.45116448402404785,1024.0,0.857421875
1024.0,0.787109375,0.5748026967048645,20,0.53173828125,0.81884765625,0.5,0.4316796660423279,1024.0,0.8505859375
1024.0,0.8408203125,0.5636162757873535,20,0.52099609375,0.86181640625,0.5,0.401289701461792,1024.0,0.8828125
1024.0,0.9296875,0.5287060737609863,21,0.4638671875,0.8935546875,0.5,0.3469661772251129,1024.0,0.857421875
1024.0,0.9462890625,0.5184357166290283,21,0.45654296875,0.90283203125,0.5,0.3379313051700592,1024.0,0.859375
1024.0,0.9580078125,0.5089038014411926,21,0.45166015625,0.90966796875,0.5,0.32415449619293213,1024.0,0.861328125
1024.0,0.97265625,0.49721720814704895,21,0.4443359375,0.9169921875,0.5,0.3134287893772125,1024.0,0.861328125
1024.0,0.98828125,0.5138839483261108,22,0.42626953125,0.91455078125,0.5,0.33339405059814453,1024.0,0.8408203125
1024.0,0.9873046875,0.5083634853363037,22,0.423828125,0.9111328125,0.5,0.3296512961387634,1024.0,0.8349609375
1024.0,0.9912109375,0.49209368228912354,22,0.431640625,0.9228515625,0.5,0.3082083463668823,1024.0,0.8544921875
1024.0,0.998046875,0.485104501247406,22,0.41943359375,0.91748046875,0.5,0.3134858012199402,1024.0,0.8369140625
1024.0,0.9990234375,0.46330076456069946,23,0.4248046875,0.923828125,0.5,0.2849808931350708,1024.0,0.8486328125
1024.0,0.9990234375,0.45153963565826416,23,0.41552734375,0.91455078125,0.5,0.2929924726486206,1024.0,0.830078125
1024.0,0.9970703125,0.44107937812805176,23,0.42041015625,0.91748046875,0.5,0.28631407022476196,1024.0,0.837890625
1024.0,1.0,0.42635947465896606,23,0.423828125,0.923828125,0.5,0.2601965069770813,1024.0,0.84765625
1024.0,0.990234375,0.43231216073036194,24,0.43115234375,0.92138671875,0.5,0.2760523557662964,1024.0,0.8525390625
1024.0,0.990234375,0.4179568886756897,24,0.427734375,0.91796875,0.5,0.2702261507511139,1024.0,0.845703125
1024.0,0.990234375,0.4143233895301819,24,0.42236328125,0.91259765625,0.5,0.27174073457717896,1024.0,0.8349609375
1024.0,0.994140625,0.4033709764480591,24,0.4345703125,0.9287109375,0.5,0.25196683406829834,1024.0,0.86328125
1024.0,0.9853515625,0.4105314612388611,25,0.43115234375,0.91650390625,0.5,0.27137160301208496,1024.0,0.84765625
1024.0,0.9912109375,0.3954077661037445,25,0.43212890625,0.92333984375,0.5,0.26673126220703125,1024.0,0.85546875
1024.0,0.9912109375,0.38442766666412354,25,0.4384765625,0.9296875,0.5,0.25233548879623413,1024.0,0.8681640625
1024.0,0.9892578125,0.38200443983078003,25,0.42626953125,0.91552734375,0.5,0.26373767852783203,1024.0,0.841796875
1024.0,0.9833984375,0.3783172369003296,26,0.44091796875,0.92431640625,0.5,0.259684681892395,1024.0,0.865234375
1024.0,0.98828125,0.3706040382385254,26,0.439453125,0.927734375,0.5,0.2402445375919342,1024.0,0.8671875
1024.0,0.9892578125,0.3682585060596466,26,0.43701171875,0.92626953125,0.5,0.2451922595500946,1024.0,0.86328125
1024.0,0.9921875,0.36065298318862915,26,0.4287109375,0.9208984375,0.5,0.24825772643089294,1024.0,0.849609375
1024.0,0.9912109375,0.3522285223007202,27,0.43798828125,0.92919921875,0.5,0.24256621301174164,1024.0,0.8671875
1024.0,0.994140625,0.3455670475959778,27,0.435546875,0.9296875,0.5,0.23642967641353607,1024.0,0.865234375
1024.0,0.994140625,0.3433941900730133,27,0.42236328125,0.91650390625,0.5,0.25183412432670593,1024.0,0.8388671875
1024.0,0.9931640625,0.32872533798217773,27,0.42919921875,0.92236328125,0.5,0.23201221227645874,1024.0,0.8515625
1024.0,0.984375,0.38113176822662354,28,0.43798828125,0.92236328125,0.5,0.2660009264945984,1024.0,0.8603515625
1024.0,0.9921875,0.3755590617656708,28,0.43408203125,0.92626953125,0.5,0.2680441737174988,1024.0,0.8603515625
1024.0,0.9951171875,0.3717445731163025,28,0.4326171875,0.927734375,0.5,0.26600685715675354,1024.0,0.8603515625
1024.0,0.994140625,0.36338749527931213,28,0.43310546875,0.92724609375,0.5,0.2582370638847351,1024.0,0.8603515625
1024.0,0.998046875,0.3655951917171478,29,0.43310546875,0.93115234375,0.5,0.2570037841796875,1024.0,0.8642578125
1024.0,0.998046875,0.3535979390144348,29,0.43115234375,0.92919921875,0.5,0.2473740428686142,1024.0,0.8603515625
1024.0,1.0,0.34146246314048767,29,0.43212890625,0.93212890625,0.5,0.23399224877357483,1024.0,0.8642578125
1024.0,0.9990234375,0.34159180521965027,29,0.42236328125,0.92138671875,0.5,0.24942445755004883,1024.0,0.84375
1024.0,0.998046875,0.3553789258003235,30,0.4326171875,0.9306640625,0.5,0.2410571575164795,1024.0,0.86328125
1024.0,1.0,0.3393081724643707,30,0.42626953125,0.92626953125,0.5,0.2359352707862854,1024.0,0.8525390625
1024.0,0.9990234375,0.33306217193603516,30,0.4287109375,0.927734375,0.5,0.23826974630355835,1024.0,0.8564453125
1024.0,0.9990234375,0.32932737469673157,30,0.41943359375,0.91845703125,0.5,0.24003863334655762,1024.0,0.837890625
1024.0,1.0,0.33805668354034424,31,0.42041015625,0.92041015625,0.5,0.24243053793907166,1024.0,0.8408203125
1024.0,1.0,0.3272954821586609,31,0.42626953125,0.92626953125,0.5,0.2319105863571167,1024.0,0.8525390625
1024.0,1.0,0.32860293984413147,31,0.4248046875,0.9248046875,0.5,0.22128108143806458,1024.0,0.849609375
1024.0,1.0,0.3161512017250061,31,0.42626953125,0.92626953125,0.5,0.2175082266330719,1024.0,0.8525390625
1024.0,1.0,0.33189088106155396,32,0.43701171875,0.93701171875,0.5,0.21080201864242554,1024.0,0.8740234375
1024.0,1.0,0.32757818698883057,32,0.42919921875,0.92919921875,0.5,0.2156313806772232,1024.0,0.8583984375
1024.0,1.0,0.31343764066696167,32,0.431640625,0.931640625,0.5,0.20095452666282654,1024.0,0.86328125
1024.0,1.0,0.307573139667511,32,0.43701171875,0.93701171875,0.5,0.18792980909347534,1024.0,0.8740234375
1024.0,1.0,0.3161029815673828,33,0.4296875,0.9296875,0.5,0.19971108436584473,1024.0,0.859375
1024.0,1.0,0.3086952269077301,33,0.42138671875,0.92138671875,0.5,0.21112613379955292,1024.0,0.8427734375
1024.0,1.0,0.3021957278251648,33,0.43896484375,0.93896484375,0.5,0.18195602297782898,1024.0,0.8779296875
1024.0,1.0,0.30044427514076233,33,0.43798828125,0.93798828125,0.5,0.18263530731201172,1024.0,0.8759765625
1024.0,1.0,0.32008278369903564,34,0.43701171875,0.93701171875,0.5,0.18614864349365234,1024.0,0.8740234375
1024.0,1.0,0.3192761540412903,34,0.43994140625,0.93994140625,0.5,0.18775033950805664,1024.0,0.8798828125
1024.0,1.0,0.30379754304885864,34,0.4453125,0.9453125,0.5,0.16921639442443848,1024.0,0.890625
1024.0,1.0,0.298798143863678,34,0.443359375,0.943359375,0.5,0.16478551924228668,1024.0,0.88671875
1024.0,1.0,0.30684053897857666,35,0.443359375,0.943359375,0.5,0.17510132491588593,1024.0,0.88671875
1024.0,0.9970703125,0.30233830213546753,35,0.44677734375,0.94384765625,0.5,0.17181453108787537,1024.0,0.890625
1024.0,0.9970703125,0.2878982424736023,35,0.45361328125,0.95068359375,0.5,0.15856045484542847,1024.0,0.904296875
1024.0,0.994140625,0.287849485874176,35,0.45556640625,0.94970703125,0.5,0.1632959395647049,1024.0,0.9052734375
1024.0,0.998046875,0.2727013826370239,36,0.46533203125,0.96337890625,0.5,0.13311786949634552,1024.0,0.9287109375
1024.0,0.9990234375,0.27071356773376465,36,0.4638671875,0.962890625,0.5,0.13633766770362854,1024.0,0.9267578125
1024.0,1.0,0.27266207337379456,36,0.45654296875,0.95654296875,0.5,0.1456872969865799,1024.0,0.9130859375
1024.0,0.9990234375,0.26140350103378296,36,0.46484375,0.9638671875,0.5,0.13460759818553925,1024.0,0.9287109375
1024.0,0.9951171875,0.2554011344909668,37,0.4716796875,0.966796875,0.5,0.13700655102729797,1024.0,0.9384765625
1024.0,0.9912109375,0.24933388829231262,37,0.474609375,0.9658203125,0.5,0.12920473515987396,1024.0,0.9404296875
1024.0,0.9951171875,0.23824623227119446,37,0.4736328125,0.96875,0.5,0.12446339428424835,1024.0,0.9423828125
1024.0,0.9931640625,0.24264170229434967,37,0.4833984375,0.9765625,0.5,0.12500393390655518,1024.0,0.9599609375
1024.0,0.994140625,0.23047059774398804,38,0.48779296875,0.98193359375,0.5,0.10851653665304184,1024.0,0.9697265625
1024.0,0.9931640625,0.226057231426239,38,0.48876953125,0.98193359375,0.5,0.108729287981987,1024.0,0.970703125
1024.0,0.9951171875,0.21980473399162292,38,0.49267578125,0.98779296875,0.5,0.10055700689554214,1024.0,0.98046875
1024.0,0.9931640625,0.21714967489242554,38,0.490234375,0.9833984375,0.5,0.10379308462142944,1024.0,0.9736328125
1024.0,0.984375,0.2263951301574707,39,0.49267578125,0.97705078125,0.5,0.11468620598316193,1024.0,0.9697265625
1024.0,0.9765625,0.2188037931919098,39,0.50537109375,0.98193359375,0.5,0.1021897941827774,1024.0,0.9873046875
1024.0,0.9775390625,0.21335770189762115,39,0.49951171875,0.97705078125,0.5,0.10727880895137787,1024.0,0.9765625
1024.0,0.978515625,0.21064646542072296,39,0.50537109375,0.98388671875,0.5,0.09473247826099396,1024.0,0.9892578125
1024.0,0.9794921875,0.20554125308990479,40,0.4990234375,0.978515625,0.5,0.10722152888774872,1024.0,0.9775390625
1024.0,0.9814453125,0.20589768886566162,40,0.50146484375,0.98291015625,0.5,0.10039734095335007,1024.0,0.984375
1024.0,0.98046875,0.20012716948986053,40,0.5,0.98046875,0.5,0.10597695410251617,1024.0,0.98046875
1024.0,0.978515625,0.20662975311279297,40,0.50244140625,0.98095703125,0.5,0.10114853084087372,1024.0,0.9833984375
1024.0,0.9755859375,0.20642700791358948,41,0.50146484375,0.97705078125,0.5,0.1059020459651947,1024.0,0.978515625
1024.0,0.9853515625,0.2069745659828186,41,0.49462890625,0.97998046875,0.5,0.10772554576396942,1024.0,0.974609375
1024.0,0.986328125,0.19008062779903412,41,0.49609375,0.982421875,0.5,0.09565965831279755,1024.0,0.978515625
1024.0,0.9814453125,0.19581706821918488,41,0.4990234375,0.98046875,0.5,0.1018456295132637,1024.0,0.9794921875
1024.0,0.9765625,0.2457498461008072,42,0.5029296875,0.9794921875,0.5,0.12028075009584427,1024.0,0.982421875
1024.0,0.9873046875,0.23073628544807434,42,0.49658203125,0.98388671875,0.5,0.10887610167264938,1024.0,0.98046875
1024.0,0.98828125,0.2262101024389267,42,0.49658203125,0.98486328125,0.5,0.10941758006811142,1024.0,0.9814453125
1024.0,0.984375,0.21998856961727142,42,0.49462890625,0.97900390625,0.5,0.11045314371585846,1024.0,0.9736328125
1024.0,0.955078125,0.31348860263824463,43,0.51416015625,0.96923828125,0.5,0.1793089658021927,1024.0,0.9833984375
1024.0,0.9794921875,0.3026040196418762,43,0.49462890625,0.97412109375,0.5,0.17259496450424194,1024.0,0.96875
1024.0,0.98828125,0.28691232204437256,43,0.48828125,0.9765625,0.5,0.1602506935596466,1024.0,0.96484375
1024.0,0.9892578125,0.2651914656162262,43,0.4833984375,0.97265625,0.5,0.15085875988006592,1024.0,0.9560546875
1024.0,0.98828125,0.2895333766937256,44,0.48583984375,0.97412109375,0.5,0.16284647583961487,1024.0,0.9599609375
1024.0,0.9970703125,0.27370530366897583,44,0.47119140625,0.96826171875,0.5,0.16329941153526306,1024.0,0.939453125
1024.0,0.9951171875,0.26179832220077515,44,0.46630859375,0.96142578125,0.5,0.15527094900608063,1024.0,0.927734375
1024.0,0.998046875,0.23212231695652008,44,0.46484375,0.962890625,0.5,0.13212178647518158,1024.0,0.927734375
1024.0,0.9853515625,0.24414962530136108,45,0.4560546875,0.94140625,0.5,0.16730788350105286,1024.0,0.8974609375
1024.0,0.9931640625,0.2254798710346222,45,0.455078125,0.9482421875,0.5,0.1494302898645401,1024.0,0.9033203125
1024.0,0.9921875,0.22024671733379364,45,0.44677734375,0.93896484375,0.5,0.16172119975090027,1024.0,0.8857421875
1024.0,0.994140625,0.20670314133167267,45,0.44482421875,0.93896484375,0.5,0.1565113365650177,1024.0,0.8837890625
1024.0,0.9921875,0.2004079520702362,46,0.44140625,0.93359375,0.5,0.159100741147995,1024.0,0.875
1024.0,0.9970703125,0.19363504648208618,46,0.43798828125,0.93505859375,0.5,0.1616624891757965,1024.0,0.873046875
1024.0,0.994140625,0.1841256022453308,46,0.44775390625,0.94189453125,0.5,0.15232256054878235,1024.0,0.8896484375
1024.0,0.9951171875,0.17764168977737427,46,0.44775390625,0.94287109375,0.5,0.14213109016418457,1024.0,0.890625
1024.0,0.98828125,0.19656750559806824,47,0.45458984375,0.94287109375,0.5,0.16044673323631287,1024.0,0.8974609375
1024.0,0.9853515625,0.1976810097694397,47,0.44921875,0.9345703125,0.5,0.15940819680690765,1024.0,0.8837890625
1024.0,0.984375,0.1937878429889679,47,0.45263671875,0.93701171875,0.5,0.1689254343509674,1024.0,0.8896484375
1024.0,0.984375,0.1921941190958023,47,0.45654296875,0.94091796875,0.5,0.16018271446228027,1024.0,0.8974609375
1024.0,0.990234375,0.1856633424758911,48,0.44580078125,0.93603515625,0.5,0.16309590637683868,1024.0,0.8818359375
1024.0,0.99609375,0.1780213862657547,48,0.46435546875,0.96044921875,0.5,0.12447278201580048,1024.0,0.9248046875
1024.0,0.9921875,0.18156114220619202,48,0.46240234375,0.95458984375,0.5,0.12803685665130615,1024.0,0.9169921875
1024.0,0.994140625,0.17907732725143433,48,0.4599609375,0.9541015625,0.5,0.13914448022842407,1024.0,0.9140625
1024.0,0.98046875,0.20326876640319824,49,0.4677734375,0.9482421875,0.5,0.15772157907485962,1024.0,0.916015625
1024.0,0.9853515625,0.1988038420677185,49,0.47314453125,0.95849609375,0.5,0.1346306949853897,1024.0,0.931640625
1024.0,0.9853515625,0.19726082682609558,49,0.47216796875,0.95751953125,0.5,0.13388592004776,1024.0,0.9296875
1024.0,0.98046875,0.19645702838897705,49,0.47021484375,0.95068359375,0.5,0.1415489912033081,1024.0,0.9208984375
1024.0,0.9775390625,0.18775410950183868,50,0.47705078125,0.95458984375,0.5,0.1397174894809723,1024.0,0.931640625
1024.0,0.98046875,0.18582040071487427,50,0.47802734375,0.95849609375,0.5,0.13400834798812866,1024.0,0.9365234375
1024.0,0.98046875,0.18925729393959045,50,0.4814453125,0.9619140625,0.5,0.12752431631088257,1024.0,0.943359375
1024.0,0.982421875,0.18199634552001953,50,0.47900390625,0.96142578125,0.5,0.12391531467437744,1024.0,0.9404296875
1024.0,0.98828125,0.17900902032852173,51,0.4755859375,0.9638671875,0.5,0.12558646500110626,1024.0,0.939453125
1024.0,0.984375,0.18106597661972046,51,0.47216796875,0.95654296875,0.5,0.1255452185869217,1024.0,0.9287109375
1024.0,0.978515625,0.17585813999176025,51,0.48193359375,0.96044921875,0.5,0.12137554585933685,1024.0,0.9423828125
1024.0,0.9775390625,0.17239908874034882,51,0.4873046875,0.96484375,0.5,0.11416465044021606,1024.0,0.9521484375
1024.0,0.96875,0.20216792821884155,52,0.49072265625,0.95947265625,0.5,0.13692280650138855,1024.0,0.9501953125
1024.0,0.9755859375,0.1970168948173523,52,0.48681640625,0.96240234375,0.5,0.13105179369449615,1024.0,0.94921875
1024.0,0.96875,0.19317907094955444,52,0.48779296875,0.95654296875,0.5,0.12451258301734924,1024.0,0.9443359375
